fawn	dun.n.02	fawn.n.02	
Eurasian_badger	eurasian_badger.n.01	
wheel_lock	wheel_lock.n.01	
greenwing	greenwing.n.01	
international_ampere	ampere.n.01	
cold_cathode	cold_cathode.n.01	
Richard_Kuhn	kuhn.n.01	
conservativism	conservatism.n.01	
dark_blue	dark_blue.n.01	
Feast_of_the_Circumcision	circumcision.n.01	
Ashur	ashur.n.01	assur.n.01	
companionship	company.n.03	
testimonial	recommendation.n.02	tribute.n.01	testimony.n.03	
magnetic_meridian	magnetic_meridian.n.01	
auspiciousness	auspiciousness.n.01	
redundancy_check	parity_check.n.01	
set-to	set-to.n.01	
cosine	cosine.n.01	
senior_moment	senior_moment.n.01	
sweet_wattle	huisache.n.01	
small-for-gestational-age_infant	small-for-gestational-age_infant.n.01	
gay_woman	lesbian.n.01	
torpor	torpor.n.01	listlessness.n.02	
postage	postage.n.02	postage.n.01	
Co-operative_Republic_of_Guyana	guyana.n.01	
Myxinoidea	myxiniformes.n.01	
genus_Welwitchia	genus_welwitschia.n.01	
five-spot	five-spot.n.03	five-spot.n.02	fiver.n.01	
coughing	cough.n.01	
enlistee	recruit.n.02	
oyster-fish	oyster_fish.n.01	
Myxinoidei	myxiniformes.n.01	
Geum_macrophyllum	yellow_avens.n.01	
Dominion	district.n.01	dominion.n.01	dominion.n.03	
natural_spring	spring.n.03	
bulrush_millet	pearl_millet.n.01	
Torres_Strait	torres_strait.n.01	
circumflex_vein	circumflex_vein.n.01	
William_Shockley	shockley.n.01	
family_Gnetaceae	gnetaceae.n.01	
prominence	bulge.n.01	prominence.n.02	prominence.n.01	
corporatism	corporatism.n.01	
Grand_National	grand_national.n.01	
Solanum_jasmoides	potato_vine.n.02	
family_Casuaridae	casuaridae.n.01	
Equus_caballus	horse.n.01	
drunken_reveler	drunken_reveler.n.01	
special_drawing_rights	special_drawing_rights.n.01	
corporatist	corporatist.n.01	
postdiluvian	postdiluvian.n.01	
goldbricking	shirking.n.01	
chamois	chamois.n.01	chamois.n.02	
lemon_mint	lemon_mint.n.01	bergamot_mint.n.02	
Ken_Elton_Kesey	kesey.n.01	
BB_shot	bb.n.01	
exocrine_gland	exocrine_gland.n.01	
canoe	canoe.n.01	
fission_bomb	atom_bomb.n.01	
contour_map	contour_map.n.01	
canon	canon.n.06	canon.n.05	canon.n.04	canon.n.02	canon.n.01	canyon.n.01	
DIA	defense_intelligence_agency.n.01	
postlude	postlude.n.01	
pillar_box	pillar_box.n.01	
blah	bombast.n.01	
regularity	regularity.n.01	regularity.n.02	
poll_taker	pollster.n.01	
CRT_screen	screen.n.03	
hurricane_lantern	hurricane_lamp.n.01	
nonreader	nonreader.n.01	illiterate.n.01	
writ_of_execution	execution.n.05	
obiism	obiism.n.01	
Hypentelium_nigricans	hog_sucker.n.01	
Artocarpus_heterophyllus	jackfruit.n.01	
middle_name	middle_name.n.01	
nationalism	nationalism.n.03	nationalism.n.02	patriotism.n.01	nationalism.n.04	
erotic_love	love.n.04	
Ochna_serrulata	bird's-eye_bush.n.01	
monotype	monotype.n.01	monotype.n.02	
bilge_pump	bilge_pump.n.01	
mobster	gangster.n.01	
columnist	columnist.n.01	
sheet_lighting	sheet_lighting.n.01	
Kerr_cell	kerr_cell.n.01	
hazelwood	sweet_gum.n.01	
tattletale_gray	tattletale_grey.n.01	
subunit	fractional_monetary_unit.n.01	
jitteriness	jitteriness.n.01	
reverberation	repercussion.n.01	echo.n.01	
reindeer_lichen	reindeer_moss.n.01	
phantom	apparition.n.01	apparition.n.03	
common_wood_sorrel	common_wood_sorrel.n.01	
French_fritter	french_fritter.n.01	
Hoder	hoth.n.01	
genus_Columba	columba.n.02	
horse_gram	horse_gram.n.01	
entanglement	web.n.02	
Indian_madder	indian_madder.n.01	
Viola_arvensis	field_pansy.n.01	
squeamishness	squeamishness.n.02	queasiness.n.01	
Restoration	restitution.n.03	renovation.n.02	restoration.n.02	restoration.n.01	restoration.n.06	restoration.n.07	restoration.n.05	
Theridiidae	theridiidae.n.01	
Leiden_jar	leiden_jar.n.01	
John_Roebling	roebling.n.01	
point_of_reference	reference_point.n.01	
rooms	room.n.04	room.n.03	room.n.01	suite.n.02	room.n.02	
Neapolitan	neapolitan.n.01	
bailiff	bailiff.n.01	
biltong	biltong.n.01	
upright_piano	upright.n.02	
Zantedeschia	zantedeschia.n.01	
Irish_whisky	irish.n.02	
Tarheel	north_carolinian.n.01	
population_control	population_control.n.01	
pewter	pewter.n.01	
stuffed_cabbage	stuffed_cabbage.n.01	
interior_angle	interior_angle.n.01	
genus_Heritiera	heritiera.n.01	
Strickland	strickland.n.01	
renal_cortex	renal_cortex.n.01	
true_blackberry	true_blackberry.n.01	
Bornean	bornean.n.01	
Markoff	markov.n.01	
titi_family	cyrilliaceae.n.01	
George_II	george.n.06	
sceptre	scepter.n.01	scepter.n.02	
Rastafarianism	rastafarianism.n.01	
genus_Alyssum	alyssum.n.02	
Petaurus	petaurus.n.01	
caper_spurge	caper_spurge.n.01	
George_IV	george.n.04	
vamp	vamp.n.03	coquette.n.01	vamp.n.02	
trimmings	trim.n.04	trimming.n.02	fixings.n.02	trimming.n.01	
Tamale	tamale.n.02	tamale.n.01	
ironwork	ironwork.n.01	
Lucius_Quinctius_Cincinnatus	cincinnatus.n.01	
saddleback_roof	gable_roof.n.01	
tactility	tactual_sensation.n.02	
retinue	cortege.n.02	
songfulness	lyricality.n.01	
instrument	instrument.n.01	instrument.n.02	instrument.n.03	instrumental_role.n.01	musical_instrument.n.01	legal_document.n.01	
nymphomaniac	nymphomaniac.n.01	
effleurage	effleurage.n.01	
disk_file	disk_file.n.01	
sudoriferous_gland	sweat_gland.n.01	
Rigil	alpha_centauri.n.01	
love_grass	love_grass.n.01	
defection	desertion.n.01	apostasy.n.01	
investiture	investment.n.06	coronation.n.01	
machicolation	machicolation.n.01	
airpost	airmail.n.02	
petulance	irritability.n.01	
brazier	brazier.n.01	
bandage	bandage.n.01	
Walloons	walloon.n.02	walloon.n.01	walloons.n.01	
order_Marchantiales	marchantiales.n.01	
shorthand_typist	stenographer.n.01	
sardonyx	sardonyx.n.01	
bravery	courage.n.01	fearlessness.n.01	
lobed_leaf	lobed_leaf.n.01	
malar_bone	cheekbone.n.01	
alyssum	alyssum.n.02	alyssum.n.01	
Green_Bay	green_bay.n.01	
cardinal	cardinal.n.03	cardinal.n.01	cardinal_number.n.01	cardinal.n.04	
Belmont	belmont_park.n.01	
peba	peba.n.01	
executive_program	supervisory_program.n.01	
weighing_machine	scale.n.07	
wet_blanket	spoilsport.n.01	
Seriphidium_maritimum	sea_wormwood.n.01	
news_organisation	news_agency.n.01	
rambotan	rambutan.n.02	rambutan.n.01	
landscaping	landscaping.n.01	landscaping.n.02	
stripteaser	stripper.n.03	
acrylic_paint	acrylic.n.03	
night-light	night-light.n.01	
Perry	perry.n.02	perry.n.03	perry.n.01	perry.n.04	
juke_house	juke.n.01	
Dhaulagiri	dhaulagiri.n.01	
enjoinment	injunction.n.02	
Musa_basjoo	japanese_banana.n.01	
Nivose	nivose.n.01	
ethmoid_bone	ethmoid.n.01	
Yugoslavia	serbia_and_montenegro.n.01	yugoslavia.n.02	
vector_decomposition	decomposition.n.01	
ddI	dideoxyinosine.n.01	
school_of_thought	doctrine.n.01	
Neobiotic	neomycin.n.01	
biological_warfare_defence	biological_warfare_defense.n.01	
ddC	dideoxycytosine.n.01	
yellow_rocket	yellow_rocket.n.01	
love-potion	philter.n.01	
Liposcelis_divinatorius	booklouse.n.01	
III_John	third_epistel_of_john.n.01	
time-fuse	time-fuse.n.01	
chemical_change	chemical_process.n.01	
wristband	wristband.n.01	watchband.n.01	
tote	carryall.n.01	
boot_maker	bootmaker.n.01	
Allium_paradoxum	few-flowered_leek.n.01	
Merton	merton.n.01	merton.n.02	
pathogenesis	pathogenesis.n.01	
Acoraceae	acoraceae.n.01	
Karl_Wilhelm_Siemens	siemens.n.02	
wigging	wig.n.02	
Dutchman's_breeches	dutchman's_breeches.n.01	
peacock_butterfly	peacock.n.01	
Equus	equus.n.01	
mead	mead.n.01	mead.n.02	mead.n.03	
cephalosporin	cephalosporin.n.01	
iron_mould	iron_mold.n.01	
taskmistress	taskmistress.n.01	
roast	roast.n.01	knock.n.02	
pellagra	pellagra.n.01	
dweeb	swot.n.01	
Helminthostachys	helminthostachys.n.01	
spadework	spadework.n.01	
software_documentation	software_documentation.n.01	
forgetfulness	forgetfulness.n.02	forgetfulness.n.01	
Pinnotheridae	pinnotheridae.n.01	
Colutea_arborescens	bladder_senna.n.01	
genus_Logania	logania.n.01	
swivel_chair	swivel_chair.n.01	
instroke	instroke.n.01	
sixsome	sextet.n.05	
purple_nightshade	trompillo.n.01	
stone	stone.n.12	stone.n.13	stone.n.10	stone.n.02	stone.n.05	stone.n.07	stone.n.06	stone.n.09	stone.n.08	rock.n.02	rock.n.01	gem.n.02	stone.n.11	
genus_Lycopersicon	lycopersicon.n.01	
Pica_pica	european_magpie.n.01	
rosemary	rosemary.n.02	rosemary.n.01	
Beaumontia	beaumontia.n.01	
meal	meal.n.01	meal.n.02	meal.n.03	
family_Titanosauridae	titanosauridae.n.01	
shooting_iron	pistol.n.01	
Jordanian	jordanian.n.01	
erasable_programmable_read-only_memory	erasable_programmable_read-only_memory.n.01	
neighbor	neighbor.n.01	neighbor.n.02	
Republic_of_Uganda	uganda.n.01	
Gideon_Algernon_Mantell	mantell.n.01	
Firth_of_Forth	firth_of_forth.n.01	
shaving_brush	shaving_brush.n.01	
US_Army	united_states_army.n.01	
mopes	dumps.n.01	dallier.n.01	
formication	formication.n.01	
marshmallow	marshmallow.n.01	
Welwitschiaceae	welwitschiaceae.n.01	
coat_of_paint	coat_of_paint.n.01	
Polaroid	polaroid.n.01	
genus_Burmannia	burmannia.n.01	
Ben_Gurion	ben_gurion.n.01	
Ping_River	ping.n.01	
jasper	jasper.n.01	
moped	moped.n.01	
Rachmaninov	rachmaninoff.n.01	
megatherian	megatherian.n.01	
jinnee	genie.n.01	
Marcus_Cocceius_Nerva	nerva.n.01	
fluorine	fluorine.n.01	
genus_Microtus	microtus.n.01	
racquet	racket.n.04	
homemaking	homemaking.n.01	
suction_pump	suction_pump.n.01	
burglar	burglar.n.01	
Anacardiaceae	anacardiaceae.n.01	
isochrone	isochrone.n.01	
isotonic_exercise	isotonic_exercise.n.01	
genus_Gazania	genus_gazania.n.01	
Asplenium_ceterach	scale_fern.n.01	
marbleising	marbleization.n.01	
italic	italic.n.01	italic.n.03	italic.n.02	
geometric_pace	geometric_pace.n.01	
National_Climatic_Data_Center	national_climatic_data_center.n.01	
ketohexose	ketohexose.n.01	
vat_color	vat_dye.n.01	
beer_maker	brewer.n.01	
Mexican_swamp_cypress	montezuma_cypress.n.01	
pasteurisation	pasteurization.n.01	
ateliosis	ateleiosis.n.01	
local_street	local_road.n.01	
white-pine_rust	blister_rust.n.01	
gliding	glide.n.03	
stagnant_anoxia	ischemic_anoxia.n.01	
capital_of_Uruguay	montevideo.n.01	
Alton_Glenn_Miller	miller.n.01	
inflaming	inflammation.n.03	
stretch_pants	stretch_pants.n.01	
Second_Reich	hohenzollern_empire.n.01	
extemporisation	extemporization.n.01	
splenic_artery	lienal_artery.n.01	
genus_Amphiprion	amphiprion.n.01	
eyebrow_pencil	eyebrow_pencil.n.01	
Meshed	mashhad.n.01	
guinea_gold_vine	guinea_gold_vine.n.01	
ambassadress	ambassadress.n.01	
sailing_ship	sailing_vessel.n.01	
Adenota	adenota.n.01	
conjunctival_layer_of_eyelids	palpebra_conjunctiva.n.01	
maple-leaved_bayur	mayeng.n.01	
family_Accipitridae	accipitridae.n.01	
flirt	flirt.n.02	coquette.n.01	
silver_tree_fern	silver_tree_fern.n.01	
mopping	swabbing.n.01	
purple_ground_cherry	cape_gooseberry.n.01	tomatillo.n.01	
Emile_Coue	coue.n.01	
cabbage_tree	cabbage_palm.n.03	cabbage_bark.n.01	cabbage_tree.n.03	
Princeton_University	princeton_university.n.01	
object_glass	objective.n.02	
followup	follow-up.n.01	follow-up.n.03	follow-up.n.02	
Sciadopitys_verticillata	japanese_umbrella_pine.n.01	
Marcel_Duchamp	duchamp.n.01	
razmataz	razzle-dazzle.n.01	
desperate_measure	desperate_measure.n.01	
mutableness	mutability.n.01	
Patagonian_Desert	patagonian_desert.n.01	
elkwood	umbrella_tree.n.02	
Francois_Mansart	mansart.n.01	
musculus_sphincter_pupillae	pupillary_sphincter.n.01	
broom_closet	broom_closet.n.01	
Woodsia_ilvensis	rusty_woodsia.n.01	
Coeloglossum_bracteatum	satyr_orchid.n.01	
collie	collie.n.01	
trench_mortar	mortar.n.01	
dummy_whist	dummy_whist.n.01	
hoodmould	dripstone.n.02	
Prevacid	lansoprazole.n.01	
genus_Oxydendrum	oxydendrum.n.01	
fiber-optic_transmission_system	fiber-optic_transmission_system.n.01	
graduate	alumnus.n.01	graduate.n.02	
paper_plate	paper_plate.n.01	
viewgraph	viewgraph.n.01	
ethnic_slur	ethnic_slur.n.01	
liquid_diet	liquid_diet.n.01	
greenhouse_gas	greenhouse_gas.n.01	
sound_barrier	sonic_barrier.n.01	
bloodroot	bloodroot.n.01	
Northern_Baptist_Convention	american_baptist_convention.n.01	
exarch	exarch.n.01	exarch.n.02	exarch.n.03	
Erie_Canal	erie_canal.n.01	
steelworks	steel_mill.n.01	
monocyte	monocyte.n.01	
seriousness	seriousness.n.03	seriousness.n.02	earnestness.n.01	
Wasserman_reaction	wassermann_test.n.01	
law_of_multiple_proportions	law_of_multiple_proportions.n.01	
perspirer	perspirer.n.01	
tall_sunflower	giant_sunflower.n.01	
mining_company	mining_company.n.01	
linguistic_string	string_of_words.n.01	
Nazification	nazification.n.01	
Louis_Jacques_Mande_Daguerre	daguerre.n.01	
flat_wash	flatwork.n.01	
hello	hello.n.01	
Pelagius	pelagius.n.01	
nelson	nelson.n.01	nelson.n.02	
inertial_navigation_system	inertial_guidance_system.n.01	
Musa	musa.n.01	
essay	essay.n.02	essay.n.01	
genus_Gallinago	gallinago.n.01	
Begonia_semperflorens	wax_begonia.n.01	
brussels_sprout	brussels_sprout.n.01	
Alpine_glacier	alpine_glacier.n.01	
batting_cage	batting_cage.n.01	
Daniel_Garrison_Brinton	brinton.n.01	
Creon	creon.n.01	
Philip_II_of_Spain	philip_ii.n.03	
Anas_rubripes	black_duck.n.01	
sovietism	bolshevism.n.01	
Anthony_Hopkins	hopkins.n.05	
collyrium	eye-lotion.n.01	
nor'-east	northeast.n.01	
fluid_dram	fluidram.n.02	fluidram.n.01	
piddle	urine.n.01	
hunting	hunt.n.08	search.n.01	hunt.n.07	
Nepeta_cataria	catmint.n.01	
Garuda	garuda.n.01	
city_university	city_university.n.01	
glebe_house	glebe_house.n.01	
bicycle_clip	bicycle_clip.n.01	
white_fairy_lantern	white_globe_lily.n.01	
sales_tax	sales_tax.n.01	
Talmudic_literature	talmudic_literature.n.01	
centromere	centromere.n.01	
order_Discocephali	discocephali.n.01	
mufti	mufti.n.02	mufti.n.01	
sturdiness	sturdiness.n.01	sturdiness.n.03	sturdiness.n.02	
army_ant	army_ant.n.01	
bellybutton	navel.n.01	
Dante	dante.n.01	
R._Buckminster_Fuller	fuller.n.02	
family_Spirochaetaceae	spirochaetaceae.n.01	
Gatling	gatling.n.01	
salesperson	salesperson.n.01	
subconsciousness	subconsciousness.n.01	
limbers	limber.n.01	limbers.n.01	
Myctophidae	myctophidae.n.01	
Hoheria_populnea	lacebark.n.01	
Gulo_luscus	wolverine.n.03	
thermography	thermography.n.01	
swimming_hole	swimming_hole.n.01	
kibit	kibibit.n.01	
social_station	social_station.n.01	
ageing	ripening.n.02	aging.n.02	
fungus_gnat	fungus_gnat.n.01	fungus_gnat.n.02	
renown	fame.n.01	
February_daphne	mezereon.n.01	
scattergood	spendthrift.n.01	
crown_princess	crown_princess.n.02	crown_princess.n.01	
unquestionability	indisputability.n.01	
mammal	mammal.n.01	
nervus_femoralis	femoral_nerve.n.01	
ninetieth	ninetieth.n.01	
hobo_camp	hobo_camp.n.01	
enthrallment	captivation.n.02	
Carassius	carassius.n.01	
unreliableness	undependability.n.01	
MANPAD	manpad.n.01	
River_Lethe	lethe.n.01	
synthetism	synthetism.n.01	
Granville_Stanley_Hall	hall.n.07	
wall_unit	wall_unit.n.01	
broccoli_raab	broccoli_rabe.n.02	broccoli_raab.n.01	
sweet-potato_ring_rot	sweet-potato_ring_rot.n.01	
dumdum_fever	visceral_leishmaniasis.n.01	
Boris_Spassky	spassky.n.01	
stone_plant	lithops.n.01	
literary_genre	writing_style.n.01	
common_bean	common_bean.n.02	common_bean.n.01	
paraffin_wax	paraffin.n.01	
Thomas_Clayton_Wolfe	wolfe.n.02	
rugulah	rugulah.n.01	
palaeoethnography	paleoethnography.n.01	
orangery	orangery.n.01	
Blennius_pholis	shanny.n.01	
mutilator	mutilator.n.01	
Conestoga	covered_wagon.n.01	
Cracow	cracow.n.01	
genus_Roridula	genus_roridula.n.01	
European_chestnut	european_chestnut.n.01	
soiree_musicale	musical_soiree.n.01	
Theodosius_the_Great	theodosius.n.01	
sarcasm	sarcasm.n.01	
genus_Thrinax	thrinax.n.01	
revealing	disclosure.n.01	
self-raising_flour	self-rising_flour.n.01	
Prunus_virginiana	chokecherry.n.02	
hypogastric_vein	hypogastric_vein.n.01	
moving_expense	moving_expense.n.01	
Callithricidae	callithricidae.n.01	
ready-mix	ready-mix.n.01	
Anagasta_kuehniella	mediterranean_flour_moth.n.01	
nymphalid_butterfly	nymphalid.n.01	
bit_field	bit_field.n.01	
plutonic_rock	batholith.n.01	
Kerbala	kerbala.n.01	
thymidine	deoxythymidine.n.01	
Allen_Tate	tate.n.01	
sergeant-at-law	serjeant-at-law.n.01	
stocking_stuffer	stocking_filler.n.01	
vapour_bath	turkish_bath.n.02	steam_bath.n.01	
European_bird_cherry	hagberry_tree.n.01	
genus_Antidorcas	antidorcas.n.01	
school_year	school_year.n.01	
Luvarus_imperialis	louvar.n.01	
tenor_drum	tenor_drum.n.01	
family_Opisthognathidae	opisthognathidae.n.01	
humming_top	humming_top.n.01	
pouter_pigeon	pouter_pigeon.n.01	
Gaddafi	qaddafi.n.01	
field_theory	field_theory.n.01	
formalin	formalin.n.01	
identification	identification.n.05	designation.n.03	recognition.n.02	identification.n.03	identification.n.02	
shorthand	shorthand.n.01	
family_Cannabidaceae	cannabidaceae.n.01	
enactment	enactment.n.01	portrayal.n.02	act.n.01	
Gallinago_gallinago_delicata	wilson's_snipe.n.01	
material_resource	material_resource.n.01	
carabinier	carbineer.n.01	
half-intensity	half-intensity.n.01	
letterhead	letterhead.n.01	
German_capital	berlin.n.01	
Plagianthus_betulinus	ribbon_tree.n.01	
cleaning_woman	charwoman.n.01	
subculture	subculture.n.01	
stripper_well	stripper_well.n.01	
blast_wave	shock_wave.n.01	
phylum_Nemertea	nemertea.n.01	
dusky-footed_wood_rat	dusky-footed_wood_rat.n.01	
pilot_cloth	pilot_cloth.n.01	
estimated_tax_return	declaration_of_estimated_tax.n.01	
pollock	pollock.n.01	pollack.n.02	pollack.n.03	
Belgique	belgium.n.01	
wavering	hesitation.n.01	fluctuation.n.03	
comicality	comicality.n.01	
William_Shakespeare	shakespeare.n.01	
rhea	rhea.n.03	rhea.n.02	rhea.n.01	
ursine_dasyure	tasmanian_devil.n.01	
body_count	body_count.n.01	
class_Charophyceae	charophyceae.n.01	
refueling	fueling.n.01	
young_lady	girl.n.01	
mineral_dressing	mineral_extraction.n.01	
teen	adolescent.n.01	
paroxytone	paroxytone.n.01	
urinary_bladder	urinary_bladder.n.01	
inquisitiveness	curiousness.n.01	
signpost	signpost.n.01	
hedgefund	hedge_fund.n.01	
Book_of_Ecclesiastes	ecclesiastes.n.01	
odontoid_process	odontoid_process.n.01	
sens	pot.n.09	sen.n.01	
Clinton	clinton.n.03	clinton.n.02	clinton.n.01	clinton.n.04	
nitrogen_cycle	nitrogen_cycle.n.01	
genus_Ceratitis	ceratitis.n.01	
Qara_Qum	kara_kum.n.01	
millivoltmeter	millivoltmeter.n.01	
touchback	touchback.n.01	
malt	malt.n.03	malt.n.02	malted.n.01	
shore_duty	shore_duty.n.01	
Ask_Jeeves	ask_jeeves.n.01	
upbraider	upbraider.n.01	
full_nelson	full_nelson.n.01	
mall	plaza.n.02	promenade.n.02	
Apodidae	apodidae.n.01	
contiguity	adjacency.n.01	
hotspur	percy.n.02	hotspur.n.02	
male	male.n.02	male.n.03	male.n.01	
Cebuella	cebuella.n.01	
pore_fungus	polypore.n.01	
launching	launching.n.01	launching.n.03	introduction.n.01	
campsite	campsite.n.01	
CEO	chief_executive_officer.n.01	
ludo	ludo.n.01	
broadbill	broadbill.n.04	scaup.n.01	boatbill.n.01	shoveler.n.02	
corporate_finance	corporate_finance.n.01	
bile_duct	common_bile_duct.n.01	
nonintervention	nonintervention.n.01	
self-will	stubbornness.n.02	self-control.n.02	
golden_pea	false_lupine.n.01	
sound_pollution	noise_pollution.n.01	
coca_plant	erythroxylon_coca.n.01	
outfitting	outfitting.n.01	
bell_founder	bell_founder.n.01	
noble_metal	noble_metal.n.01	
intelligence_operation	intelligence.n.05	
major-league_club	major-league_team.n.01	
pedestrian_bridge	footbridge.n.01	
fleck	spot.n.05	bit.n.02	
New_Style_calendar	gregorian_calendar.n.01	
Lake_Powell	lake_powell.n.01	
plant	plant.n.01	plant.n.03	plant.n.02	plant.n.04	
Foreign_Office	foreign_office.n.01	
genus_Okapia	okapia.n.01	
axilla	armpit.n.01	
party_man	party_man.n.01	
pleader	advocate.n.02	
Mandarin_dialect	mandarin.n.06	
soundtrack	soundtrack.n.01	
super_C	k.n.07	
plane	airplane.n.01	plane.n.02	plane.n.05	plane.n.04	plane.n.03	
conveniences	convenience.n.02	convenience.n.01	appliance.n.01	public_toilet.n.01	comforts.n.01	
white_mangrove	white_mangrove.n.01	white_mangrove.n.02	
plank	board.n.02	plank.n.02	
golden_willow	golden_willow.n.01	
havelock	havelock.n.01	
Secretary_of_Commerce_and_Labor	secretary_of_commerce_and_labor.n.01	
hussy	adulteress.n.01	
Atriplex	atriplex.n.01	
cephalohematoma	cephalhematoma.n.01	
Volvariella	volvariella.n.01	
rheumatologist	rheumatologist.n.01	
globe_flower	globeflower.n.01	
patio	patio.n.01	
garbology	garbology.n.01	
stratum_basale	stratum_germinativum.n.01	
genus_Dryadella	dryadella.n.01	
bowl	stadium.n.01	bowling_ball.n.01	bowl.n.03	bowl.n.02	bowl.n.01	bowl.n.07	bowl.n.04	bowl.n.08	roll.n.15	
zebrawood	zebrawood.n.01	zebrawood.n.02	
Roman_basilica	basilica.n.02	
trade	deal.n.01	trade_wind.n.01	barter.n.01	craft.n.03	trade.n.02	trade.n.03	trade.n.01	
he-man	stud.n.01	
prelature	prelacy.n.01	prelacy.n.02	
florescence	blossoming.n.01	
family_Erethizontidae	erethizontidae.n.01	
Rhizopoda	rhizopoda.n.01	
Ardeidae	ardeidae.n.01	
twenty-two	twenty-two.n.02	twenty-two.n.01	
Dhahran	dhahran.n.01	
brown_sauce	chinese_brown_sauce.n.01	brown_sauce.n.02	
Spanish_paprika	spanish_paprika.n.01	
renouncement	renunciation.n.03	
chlorpyrifos	chlorpyrifos.n.01	
duomo	cathedral.n.02	
epileptic	epileptic.n.01	
lip_rouge	lipstick.n.01	
William_and_Mary	william_and_mary.n.01	
Acipenser_transmontanus	pacific_sturgeon.n.01	
eryngo	eryngo.n.01	
metallic_element	metallic_element.n.01	
Dorothy_Dix	gilmer.n.01	
shopping_mall	plaza.n.02	
Hylocereus	hylocereus.n.01	
plantlike_flagellate	plantlike_flagellate.n.01	
ally	ally.n.01	ally.n.02	
Melolontha_melolontha	cockchafer.n.01	
rapier	rapier.n.01	
metalworking_vise	machinist's_vise.n.01	
motley	motley.n.03	motley.n.02	assortment.n.01	
pea_tree	pea_tree.n.01	
coprolalia	coprolalia.n.01	
paraplegic	paraplegic.n.01	
superior_labial_artery	superior_labial_artery.n.01	
paraplegia	paraplegia.n.01	
bar_chart	bar_chart.n.01	
Hemigalus	hemigalus.n.01	
Geomyidae	geomyidae.n.01	
prairie_dock	american_feverfew.n.01	
Citrus_nobilis	temple_orange.n.01	
headwind	headwind.n.01	
ash-pan	ash-pan.n.01	
genus_Pyrocephalus	pyrocephalus.n.01	
brandy_sling	brandy_sling.n.01	
designation	appointment.n.01	appellation.n.01	designation.n.03	
Savannah	savannah.n.02	savannah.n.01	savanna.n.01	
boat_deck	boat_deck.n.01	
cracksman	safebreaker.n.01	
pyorrhea_alveolaris	pyorrhea.n.02	
eloquence	eloquence.n.01	
hornist	hornist.n.01	
curly_grass_fern	curly_grass.n.01	
investment_company	investment_company.n.01	
Crab_Nebula	crab_nebula.n.01	
quenching	extinction.n.06	
anticholinergic_drug	anticholinergic.n.01	
Continuity_Irish_Republican_Army	continuity_irish_republican_army.n.01	
dimwit	dimwit.n.01	
lantern	lantern.n.01	
damourite	damourite.n.01	
banana_peel	banana_peel.n.01	
Scottish_Lowlander	lowlander.n.01	
IX	nine.n.01	
emery_rock	emery_stone.n.01	
prohibition_era	prohibition.n.03	
disk_clutch	disk_clutch.n.01	
wild-goose_chase	wild-goose_chase.n.01	
sarcocystidean	sarcosporidian.n.01	
disfunction	dysfunction.n.01	
doppelzentner	hundredweight.n.01	
Fred_Sanger	sanger.n.01	
potman	potboy.n.01	
moorwort	bog_rosemary.n.01	
HDL	high-density_lipoprotein.n.01	
roll-on	roll-on.n.01	roll-on.n.02	
Cydippea	cydippida.n.01	
umbrella_sedge	umbrella_plant.n.03	
lemon_sole	english_sole.n.02	lemon_sole.n.05	lemon_sole.n.01	lemon_sole.n.02	lemon_sole.n.04	winter_flounder.n.02	
genus_Erolia	erolia.n.01	
roulette_wheel	roulette_wheel.n.01	
origination_fee	origination_fee.n.01	
genus_Lemur	genus_lemur.n.01	
wild_crocus	american_pasqueflower.n.01	
indexation	indexation.n.01	
black-capped_chickadee	black-capped_chickadee.n.01	
Yugoslav	yugoslav.n.01	
chelonian	chelonian.n.01	
Chomsky	chomsky.n.01	
folk_dance	folk_dancing.n.01	
commutation	commutation.n.01	commutation.n.02	commutation.n.03	substitution.n.02	
Lobata	lobata.n.01	
Habenaria_fimbriata	purple-fringed_orchid.n.02	
centre_of_attention	center.n.06	
Toyota	toyota.n.01	
pomatum	pomade.n.01	
shaheed	shaheed.n.01	
sed_rate	erythrocyte_sedimentation_rate.n.01	
canistel	canistel.n.01	canistel.n.02	
wishing_bone	wishbone.n.01	
battery-acid	acid.n.02	
murmur	grumble.n.02	heart_murmur.n.01	murmur_vowel.n.01	mutter.n.01	
lamellar_mixture	lamellar_mixture.n.01	
Chang	chang_jiang.n.01	
St._Leo_I	leo_i.n.01	
Comte_de_Mirabeau	mirabeau.n.01	
Lake_Chelan	lake_chelan.n.01	
face_towel	hand_towel.n.01	
barunduki	baronduki.n.01	
Seattle	seattle.n.01	
Gestalt_law_of_organization	gestalt_law_of_organization.n.01	
Barbadian	barbadian.n.01	
Atakapan	atakapa.n.02	
granadilla_wood	granadilla_wood.n.01	cocuswood.n.01	
medial_condyle	medial_condyle.n.01	
Eriosoma	eriosoma.n.01	
diaspora	diaspora.n.01	diaspora.n.02	diaspora.n.03	
art_dealer	art_dealer.n.01	
Argun_River	argun.n.01	
gastrointestinal_hormone	gastrointestinal_hormone.n.01	
anecdote	anecdote.n.01	
potty_chair	potty_seat.n.01	
thick_skin	thick_skin.n.01	
St._Francis_River	saint_francis.n.02	
sidewinder	sidewinder.n.02	sidewinder.n.01	
thespian	actor.n.01	
major	major.n.01	major.n.03	major.n.02	major.n.04	
Medicago_intertexta	calvary_clover.n.01	
oculomotor_nerve	oculomotor.n.01	
beach_strawberry	beach_strawberry.n.01	
